name,review_count,categories,latitude,longitude,rating,price,neighbourhood,city,address
Chili's,46,"Tex-Mex,American (Traditional),Bars",40.4869236398206,-79.8916017290052,2.5,$$,Shadyside,Pittsburgh,"855 Freeport Rd,Pittsburgh, PA 15238"
9 Cafe,7,Lounges,40.442937,-79.885048,4.5,$,Shadyside,Pittsburgh,"900 Wood St,Pittsburgh, PA 15221"
Philly Pretzel Factory,17,"Bakeries,Pretzels,Hot Dogs",40.437923,-79.773277,3.5,$,Shadyside,Monroeville,"3968 William Penn Hwy,Monroeville, PA 15146"
Aspinwall Riverfront Park,5,Parks,40.4880676269531,-79.9028549194336,4.5,$,Shadyside,Pittsburgh,"285 River Ave,Pittsburgh, PA 15215"
Logan's Pub,6,Pubs,40.4519271850586,-79.952262878418,3.0,$,Shadyside,Pittsburgh,"301 N Craig St,Pittsburgh, PA 15213"
Axel’s Pretzels,3,"Pretzels,Street Vendors",40.47591,-79.91954,5.0,$,Shadyside,Pittsburgh,"5901 Bryant St,Pittsburgh, PA 15206"
Arby's,8,"Fast Food,Sandwiches",40.43905,-79.96095,4.0,$,Shadyside,Pittsburgh,"3417 Forbes Ave,Pittsburgh, PA 15213"
Condrins Tavern,3,Dive Bars,40.464912,-79.950462,4.5,$,Shadyside,Pittsburgh,"4501 Torley St,Pittsburgh, PA 15224"
Cold Stone Creamery,16,"Ice Cream & Frozen Yogurt,Custom Cakes,Cupcakes",40.4883827068072,-79.8854217289758,3.5,$$,Shadyside,Pittsburgh,"1035 Freeport Rd,The Waterworks Mall,Pittsburgh, PA 15238"
QDOBA Mexican Eats,36,"Mexican,Fast Food",40.4264552,-79.9656897,2.5,$,Shadyside,Pittsburgh,"2777 E Carson St,Pittsburgh, PA 15203"
Cool Beans Taco Truck,13,"Food Trucks,Tacos",40.45657,-80.001484,3.5,$$,Shadyside,Pittsburgh,"500 E North Ave,Pittsburgh, PA 15212"
Jimmy John's,9,"Sandwiches,Fast Food,Delis",40.43828,-79.921703,2.5,$,Shadyside,Pittsburgh,"5833 Forbes Ave,Pittsburgh, PA 15217"
Malaxiangguo,13,Chinese,40.44128,-79.9586,3.5,$,Shadyside,Pittsburgh,"3608 Fifth Ave,Pittsburgh, PA 15213"
7 Senses,3,"Caterers,American (Traditional)",40.45368,-79.8983,4.5,$$,Shadyside,Pittsburgh,"531 N Homewood Ave,Pittsburgh, PA 15208"
The Underground,3,American (New),40.4462166,-79.942421,3.5,$,Shadyside,Pittsburgh,"1060 Morewood Ave,Pittsburgh, PA 15213"
Chipotle Mexican Grill,18,"Fast Food,Mexican",40.4880885581624,-79.8854890929396,3.0,$,Shadyside,Pittsburgh,"1027 Freeport Rd,Pittsburgh, PA 15238"
Cousins Lounge,5,Dive Bars,40.4786682,-79.9712677,4.5,$$,Shadyside,Millvale,"203 Grant Ave,Millvale, PA 15209"
Green Front Inn,11,"American (Traditional),Dive Bars,Breakfast & Brunch",40.42849,-79.97149,3.5,$,Shadyside,Pittsburgh,"2341 E Carson St,Pittsburgh, PA 15203"
Kungfu Tea,3,"Bubble Tea,Food Trucks",40.4404976897654,-79.9602848048527,5.0,$,Shadyside,Pittsburgh,"Pittsburgh, PA 15106"
White Eagle,8,Dive Bars,40.428082,-79.972946,4.0,$,Shadyside,Pittsburgh,"2300 E Carson St,Pittsburgh, PA 15203"
Pizza Hut,10,"Pizza,Italian,Chicken Wings",40.4538812,-79.9495704809856,2.0,$,Shadyside,Pittsburgh,"4710 Baum Blvd,Pittsburgh, PA 15213"
Totopo Food Truck,5,"Food Trucks,Mexican",40.380934,-80.044711,4.5,$,Shadyside,Pittsburgh,"660 Washington Rd,Pittsburgh, PA 15228"
Einstein Bros Bagels,6,Bagels,40.4412344098091,-79.9552278220654,3.5,$,Shadyside,Pittsburgh,"230 S Bouquet St,Pittsburgh, PA 15213"
McDonald's,12,"Coffee & Tea,Burgers,Fast Food",40.4630847305575,-79.9268916249275,2.0,$,Shadyside,Pittsburgh,"148 N Euclid Ave,Pittsburgh, PA 15206"
Illusion Hookah Lounge,3,Hookah Bars,40.43654,-79.95473,4.5,$,Shadyside,Pittsburgh,"416 Semple St,Pittsburgh, PA 15213"
Pgh Crepe,4,"Food Trucks,Desserts,Street Vendors",40.4519092133787,-79.9701714904297,4.5,$,Shadyside,Pittsburgh,"Liberty Ave,Pittsburgh, PA 15222"
Squirrel Hill Sports Bar,9,Sports Bars,40.4294606204902,-79.922367720359,3.5,$,Shadyside,Pittsburgh,"5832 Forward Ave,Pittsburgh, PA 15217"
McCormick & Schmick's Seafood & Steaks,175,"Seafood,Steakhouses",40.4281377050329,-79.9664806489545,3.0,$$,Shadyside,Pittsburgh,"2667 Sidney St,Pittsburgh, PA 15203"
Burger King,46,"Fast Food,Burgers",40.428499,-79.979582,2.0,$,Shadyside,Pittsburgh,"1820 East Carson Street,Pittsburgh, PA 15203"
Hi Sound Karaoke,4,"Bars,Karaoke",40.4378793382802,-79.9190101926367,3.5,$$,Shadyside,Pittsburgh,"6316 Forbes Ave,Pittsburgh, PA 15217"
Pizza Bellagio,21,Pizza,40.452331379056,-79.950699582696,1.5,$$,Shadyside,Pittsburgh,"4635 Centre Ave,Pittsburgh, PA 15213"
The Edgewood Club,5,"Swimming Pools,Tennis,Beaches",40.43212,-79.88536,4.5,$,Shadyside,Pittsburgh,"1 Pennwood Ave,Pittsburgh, PA 15218"
Baskin-Robbns 31 Flavors,9,Ice Cream & Frozen Yogurt,40.4875064,-79.8819069,3.5,$,Shadyside,Pittsburgh,"1110 Freeport Rd,Pittsburgh, PA 15238"
Oakland Craft House,2,"Beer Bar,Sandwiches,Hot Dogs",40.4415981229561,-79.9573222013417,5.0,$,Shadyside,Pittsburgh,"124 Oakland Ave,Pittsburgh, PA 15213"
Popeyes Louisiana Kitchen,60,"Fast Food,Chicken Wings",40.430036,-79.977243,2.0,$,Shadyside,Pittsburgh,"2010 Wharton St,Pittsburgh, PA 15203"
Howard's Park Place Pub,4,Dive Bars,40.4412879081008,-79.8943608039821,4.5,$,Shadyside,Pittsburgh,"534 Peebles St,Pittsburgh, PA 15221"
Ash & Kris Kitchen,6,"Food Trucks,Desserts,Sandwiches",40.436609,-79.953819,4.0,$,Shadyside,Greensburg,"3507 Cable Pl,Greensburg, PA 15601"
Yesterday's Bar & Grill,9,"Dive Bars,American (Traditional),Vegetarian",40.4256555,-79.9423951,3.5,$,Shadyside,Pittsburgh,"501 Greenfield Ave,Pittsburgh, PA 15207"
Carnegie Mellon Cafe,2,"Breakfast & Brunch,Cafes,Tapas/Small Plates",40.4442946877971,-79.9416820395481,3.5,$,Shadyside,Pittsburgh,"1060 Morewood Ave,Pittsburgh, PA 15213"
Convive Coffee Roastery,6,Coffee Roasteries,40.4692938,-79.961286,4.0,$,Shadyside,Pittsburgh,"4032 Butler St,Pittsburgh, PA 15201"
Ash Kris Pizza,6,"Pizza,Chicken Wings,Mediterranean",40.43663,-79.95383,3.5,$,Shadyside,Pittsburgh,"3507 Cable Pl,Pittsburgh, PA 15213"
Subway Restaurants,10,Sandwiches,40.4522666931152,-79.9515991210938,2.0,$,Shadyside,Pittsburgh,"4613 Centre Ave,Pittsburgh, PA 15213"
Osceola Parklet,1,Parklets,40.4567967618496,-79.9422302621636,4.0,$,Shadyside,Pittsburgh,"5234-5298 Powhattan St,Pittsburgh, PA 15224"
Brewers Hotel and Bar,8,Gay Bars,40.4615,-79.96779,3.5,$,Shadyside,Pittsburgh,"3315 Liberty Ave,Pittsburgh, PA 15201"
Dunkin',28,"Donuts,Coffee & Tea",40.4149685,-79.9241873,2.5,$,Shadyside,Pittsburgh,"4578 Browns Hill Rd,Pittsburgh, PA 15217"
Healcrest Urban Farms,1,Street Vendors,40.4682553,-79.9386102,5.0,$$,Shadyside,Pittsburgh,"Hillcrest St,Pittsburgh, PA 15224"
Jimmy John's,21,"Sandwiches,Fast Food,Delis",40.4289916,-79.9812828932138,2.5,$,Shadyside,Pittsburgh,"1717 E Carson St,Pittsburgh, PA 15203"
Berry Fresh Frozen Yogurt,2,Ice Cream & Frozen Yogurt,40.43746,-79.92281,4.0,$,Shadyside,Pittsburgh,"1717 Murray Ave,Pittsburgh, PA 15217"
Garden View Cafe,2,Cafes,40.436832,-79.960472,4.5,$,Shadyside,Pittsburgh,"300 Halket St,Pittsburgh, PA 15213"
Fossil Fuels Café,3,"Cafes,Fast Food,American (Traditional)",40.4432988,-79.9500527,3.5,$,Shadyside,Pittsburgh,"4400 Forbes Ave,Carnegie Museum of Natural History,Pittsburgh, PA 15213"
Chan An Restaurant,10,Chinese,40.4305235,-79.9771115,3.5,$,Shadyside,Pittsburgh,"2013 Wharton St,Pittsburgh, PA 15203"
Tartan Express,5,"Food Trucks,Asian Fusion",40.442032,-79.942879,2.5,$,Shadyside,Pittsburgh,"Carnegie Mellon's,Margaret Morrison St,Pittsburgh, PA 15213"
Sree's Foods,9,Indian,40.44075,-79.95873,3.5,$,Shadyside,Pittsburgh,"116 Meyran Ave,Pittsburgh, PA 15213"
Love Ramen,4,Ramen,40.44128,-79.9586,4.0,$$,Shadyside,Pittsburgh,"3608 Fifth Ave,Pittsburgh, PA 15213"
Maldini's Taste of Italy,17,"Italian,Pizza",40.421733,-79.890586,3.0,$,Shadyside,Pittsburgh,"1900 Monongahela Ave,Pittsburgh, PA 15218"
Panther Hollow Lake,5,Parks,40.4369200364831,-79.9481964111328,3.0,$,Shadyside,Pittsburgh,"Panther Hollow Rd,Pittsburgh, PA 15213"
Smokey's Tavern,6,Bars,40.4808796788157,-79.9754992883,4.0,$,Shadyside,Pittsburgh,"139 Howard St,Pittsburgh, PA 15209"
T's Restaurant & Lounge,4,Lounges,40.4210339,-79.886241,4.5,$,Shadyside,Pittsburgh,"7526 Washington Ave,Pittsburgh, PA 15218"
Hot Dog Haven,1,Street Vendors,40.4451485,-79.9482422,5.0,$,Shadyside,Pittsburgh,"4612 Fillmore St,Pittsburgh, PA 15213"
Pasquale's Pizzeria,11,"Pizza,Salad,Chicken Wings",40.4896011352539,-79.902946472168,3.0,$$,Shadyside,Pittsburgh,"309 Freeport Rd,Pittsburgh, PA 15215"
Forbes Field Historical Marker,2,Landmarks & Historical Buildings,40.440822,-79.953315,4.5,$,Shadyside,Pittsburgh,"3950 Roberto Clemente Dr,Pittsburgh, PA 15260"
Walker's Pub,7,Dive Bars,40.42737,-79.97674,3.5,$$$$,Shadyside,Pittsburgh,"2024 Sarah St,Pittsburgh, PA 15203"
Taco Bell,23,"Mexican,Fast Food",40.487564,-79.894999,2.5,$,Shadyside,Pittsburgh,"825 Freeport Rd.,Pittsburgh, PA 15238"
Subway,11,Sandwiches,40.42654,-79.9657921,3.0,$,Shadyside,Pittsburgh,"2771 E Carson St,Pittsburgh, PA 15203"
Dancing Goats Coffee,1,Coffee & Tea,40.45631,-79.93012,2.0,$$$,Shadyside,Pittsburgh,"5830 Ellsworth Ave,Pittsburgh, PA 15232"
Wendy's,12,"Burgers,Fast Food",40.446153,-79.893166,3.0,$,Shadyside,Wilkinsburg,"116 Peebles Street,Wilkinsburg, PA 15221"
iNoodle,5,"Chinese,Noodles",40.4462162,-79.9424182,2.0,$,Shadyside,Pittsburgh,"1060 Morewood Ave,Pittsburgh, PA 15213"
Loafers Bread Co,8,"Bakeries,Cafes",40.4884237134298,-79.8805450888574,4.0,$,Shadyside,Pittsburgh,"1153 Freeport Rd,Pittsburgh, PA 15238"
Salem's Cafe and Event Center,4,"Venues & Event Spaces,Cafes",40.4582708,-79.9740093,4.5,$$,Shadyside,Pittsburgh,"2911 Penn Ave,Pittsburgh, PA 15201"
Dunkin',5,"Coffee & Tea,Donuts",40.456775095485,-79.9398149957572,1.5,$,Shadyside,Pittsburgh,"5241 Liberty Avenue,Pittsburgh, PA 15224"
My Goodness,5,"Breakfast & Brunch,Delis,Ice Cream & Frozen Yogurt",40.43249,-79.89413,4.0,$,Shadyside,Pittsburgh,"1104 S Braddock Ave,Pittsburgh, PA 15218"
Reservoir of Jazz,2,"Parks,Music Venues",40.46801,-79.91161,4.5,$,Shadyside,Pittsburgh,"Pittsburgh, PA 15206"
Nine Mile Run Watershed Association,3,"Community Service/Non-Profit,Parks",40.438657,-79.8865835,4.5,$,Shadyside,Pittsburgh,"321 Pennwood Ave,Ste 202,Pittsburgh, PA 15218"
Panther Hollow Watershed,2,Local Flavor,40.43514,-79.93334,4.0,$,Shadyside,Pittsburgh,"5398 Darlington Rd,Pittsburgh, PA 15217"
The Bistro At Courtyard by Marriott Shadyside,1,"Bars,Cafes,Coffee & Tea",40.456089,-79.9395294,3.0,$,Shadyside,Pittsburgh,"5308 Liberty Ave,Pittsburgh, PA 15224"
Panther House Bar & Grill,9,"Bars,American (Traditional),Barbeque",40.43651,-79.95461,3.0,$,Shadyside,Pittsburgh,"418 Semple St,Pittsburgh, PA 15213"
Capezzuto’s Pizza,5,Pizza,40.425236,-79.942959,4.0,$,Shadyside,Pittsburgh,"422 Greenfield Ave,Pittsburgh, PA 15207"
UPMC Presbyterian Cafeteria,5,Cafeteria,40.4432881282094,-79.9604938700161,3.5,$,Shadyside,Pittsburgh,"200 Lothrop St,Fl 11,Pittsburgh, PA 15213"
Vocelli Pizza,17,Pizza,40.4219208,-79.8863525,2.5,$,Shadyside,Swissvale,"2011 Waverly Ave,Swissvale, PA 15218"
Wendy's,35,"Fast Food,Burgers",40.469126,-79.962321,2.0,$,Shadyside,Pittsburgh,"4001 Butler Street,Pittsburgh, PA 15201"
Millie's Homemade Ice Cream,4,Ice Cream & Frozen Yogurt,40.467165,-79.964437,4.0,$,Shadyside,Pittsburgh,"3803 Butler St,Pittsburgh, PA 15201"
McDonald's,24,"Fast Food,Burgers,Coffee & Tea",40.441228,-79.957259,1.5,$,Shadyside,Pittsburgh,"3708 Forbes Ave,Pittsburgh, PA 15213"
Dive Bar Regent Square,10,"Burgers,American (New),Sports Bars",40.439401,-79.897196,2.5,$,Shadyside,Pittsburgh,"607 S Braddock Ave,Pittsburgh, PA 15221"
Soul and Sea,9,"Soul Food,Seafood",40.4285784,-79.9810547,3.0,$,Shadyside,Pittsburgh,"1728 E Carson St,Pittsburgh, PA 15203"
East Street Deli,1,Sandwiches,40.44451,-79.9432099,4.0,$,Shadyside,Pittsburgh,"5000 Forbes Ave,Second Floor,Pittsburgh, PA 15213"
China House II,9,Chinese,40.4218279,-79.8902439,3.0,$,Shadyside,Swissvale,"7400 Church St,Swissvale, PA 15218"
The Great American Grill,5,American (New),40.439423,-79.959404,3.0,$$,Shadyside,Pittsburgh,"3454 Forbes Ave,The Hilton Garden Inn,Pittsburgh, PA 15213"
Pad thai noodle,2,Thai,40.451284,-79.951316,3.0,$,Shadyside,Pittsburgh,"256 N Craig St,Pittsburgh, PA 15213"
Cinema In the Park,1,"Parks,Cinema",40.4349928476746,-79.941930770874,5.0,$,Shadyside,Pittsburgh,"Schenley Park,Pittsburgh, PA 15217"
Mixed With Love Cake & Cookie Co.,2,"Cupcakes,Bakeries,Custom Cakes",40.4265785217285,-79.9804992675781,5.0,$,Shadyside,Pittsburgh,"Pittsburgh, PA 15203"
La Palapa Food Buggy,4,"Food Trucks,Mexican",40.4265785217285,-79.9804992675781,4.0,$,Shadyside,Pittsburgh,"Pittsburgh, PA 15203"
Mohandas Gandhi Mural by Adelaide Cole,1,Public Art,40.4326254,-79.9229189,5.0,$,Shadyside,Pittsburgh,"2201 Murray Ave,Squirrel Hill,Pittsburgh, PA 15217"
Donny's Place,5,"Dance Clubs,Gay Bars",40.45928,-79.96562,3.5,$$,Shadyside,Pittsburgh,"1226 Herron Ave,Pittsburgh, PA 15219"
Pizza Bellagio,9,Pizza,40.45221,-79.95263,1.5,$,Shadyside,Pittsburgh,"315 N Craig St,Pittsburgh, PA 15213"
Steel City Pizza Fest,1,Pizza,40.4676221172625,-79.9545093202169,5.0,$,Shadyside,Pittsburgh,"5601 Butler St,Pittsburgh, PA 15201"
Midtown Tavern,3,Sports Bars,40.48597,-79.97353,4.0,$,Shadyside,Millvale,"623 North Ave,Millvale, PA 15209"
Eat 'n Park Restaurants,15,American (Traditional),40.4262299749428,-79.8881149291992,2.0,$,Shadyside,Pittsburgh,"Edgewood Towne Ctr,Pittsburgh, PA 15203"
Garvey's,4,Dive Bars,40.4233142086857,-79.9736130237579,4.5,$,Shadyside,Pittsburgh,"2306 Mission St,Pittsburgh, PA 15203"
Neill Log House,2,Landmarks & Historical Buildings,40.4358176259177,-79.9362981319427,4.0,$,Shadyside,Pittsburgh,"Bob O'Connor Golf Course,Pittsburgh, PA 15213"
Caprioni's Pizza,7,"Italian,Pizza",40.42205,-79.92862,3.0,$,Shadyside,Pittsburgh,"4239 Murray Ave,Pittsburgh, PA 15217"
Art's Tavern,5,Bars,40.45765,-79.97414,3.0,$$,Shadyside,Pittsburgh,"2852 Penn Ave,Pittsburgh, PA 15222"
Dancing Crab Too,2,Thai,40.42912,-79.98181,4.5,$,Shadyside,Pittsburgh,"1703 E Carson St,Pittsburgh, PA 15203"
Taco Bell,29,"Mexican,Fast Food",40.427135,-79.890649,1.5,$,Shadyside,Pittsburgh,"1603 S Braddock Ave,Pittsburgh, PA 15218"
McDonald's,14,"Fast Food,Burgers,Coffee & Tea",40.4446355878207,-79.8886681348085,2.0,$,Shadyside,Wilkinsburg,"430 Penn Ave,Wilkinsburg, PA 15221"
Wendy's,17,"Burgers,Fast Food",40.4252380699766,-79.8883623271223,2.0,$,Shadyside,Swissvale,"1703 S. Braddock Ave,Swissvale, PA 15218"
El Gallo De Oro,4,"Mexican,Fast Food",40.4435415177932,-79.9419578788546,2.0,$,Shadyside,Pittsburgh,"5032 Forbes Ave,Pittsburgh, PA 15213"
Sweet Berry,6,Ice Cream & Frozen Yogurt,40.4410406202078,-79.9588293582201,2.5,$,Shadyside,Pittsburgh,"115 Meyran Ave,Pittsburgh, PA 15213"
Panda Express,24,"Chinese,Fast Food",40.48676,-79.88715,2.0,$,Shadyside,Pittsburgh,"1028 Freeport Rd,Pittsburgh, PA 15238"
Log Cabin,1,Landmarks & Historical Buildings,40.443864807397,-79.9519826844335,4.0,$,Shadyside,Pittsburgh,"Pittsburgh, PA"
Patriotbrew,1,"Coffee & Tea,Bakeries",40.4481774,-79.958507,5.0,$$,Shadyside,Pittsburgh,"1000-3634 University Dr C,Pittsburgh, PA 15219"
31st Street Bridge,4,Landmarks & Historical Buildings,40.4644262185673,-79.9789359374581,3.5,$,Shadyside,Pittsburgh,"31ST St River Ave,Pittsburgh, PA 15201"
Eat'n Park,11,"Breakfast & Brunch,American (Traditional),Diners",40.4263463,-79.889542,2.5,$,Shadyside,Edgewood,"1605 S Braddock Ave,Edgewood, PA 15218"
Greenfield Bridge,2,Landmarks & Historical Buildings,40.4280073317238,-79.938185090726,4.0,$,Shadyside,Pittsburgh,"Ronald St,Pittsburgh, PA 15207"
Vocelli Pizza,15,Pizza,40.4222683,-79.9289949,2.0,$,Shadyside,Pittsburgh,"4232 Murray Ave,Pittsburgh, PA 15217"
Abby's,2,"Caribbean,American (New)",40.44497,-79.97157,4.5,$,Shadyside,Pittsburgh,"2408 Reed St,Pittsburgh, PA 15219"
Murrays Cafe,4,Bars,40.42064,-79.88566,3.5,$,Shadyside,Pittsburgh,"2040 Noble St,Pittsburgh, PA 15218"
McDonald's,5,"Coffee & Tea,Burgers,Fast Food",40.4869575758502,-79.8896773159504,3.0,$,Shadyside,Pittsburgh,"907 Freeport Rd,Pittsburgh, PA 15238"
Opa Gyros,2,Greek,40.4431041735827,-79.953144416213,3.0,$,Shadyside,Pittsburgh,"4208 Forbes Ave,Schenley Plaza,Pittsburgh, PA 15213"
Cafe Roma,1,Italian,40.46075,-79.94779,3.0,$,Shadyside,Pittsburgh,"4770 Liberty Ave,Pittsburgh, PA 15224"
Wendy's,36,"Burgers,Fast Food",40.416731,-79.925176,1.0,$,Shadyside,Pittsburgh,"4524 Browns Hill Rd.,Pittsburgh, PA 15217"
Schenley Farms,1,Landmarks & Historical Buildings,40.44787,-79.95744,4.0,$,Shadyside,Pittsburgh,"Lytton And Parkman Avenues,Pittsburgh, PA 15213"
Subway,6,Sandwiches,40.4270820617676,-79.9377593994141,2.5,$,Shadyside,Pittsburgh,"4028 Beechwood Blvd,Pittsburgh, PA 15217"
The Doughboy,1,Public Art,40.46264,-79.96722,5.0,$,Shadyside,Pittsburgh,"Penn Ave & Butler St,Pittsburgh, PA 15201"
Cathedral Coffee,2,Coffee & Tea,40.44461,-79.95259,2.5,$,Shadyside,Pittsburgh,"4200 Fifth Ave,Cathedral of Learning G,Pittsburgh, PA 15213"
Duck Hollow Trail,4,Hiking,40.4152,-79.91602,3.0,$,Shadyside,Pittsburgh,"McFarren Street At Old Browns Hill Rd,Pittsburgh, PA 15217"
Herron Hill Park,1,Hiking,40.4547166449848,-79.9594008934426,4.0,$,Shadyside,Pittsburgh,"Hill District,Pittsburgh, PA"
IV Season Bbq,1,"Barbeque,Food Trucks",40.45568,-79.88406,5.0,$,Shadyside,Pittsburgh,"8007 Frankstown Ave,Pittsburgh, PA 15221"
Wood Street Bread,1,Bakeries,40.44196,-79.88606,5.0,$,Shadyside,Pittsburgh,"723 Wood St,Pittsburgh, PA 15221"
Mr Smalls Cafe,1,"Cafes,Coffee & Tea,Tacos",40.48091,-79.97223,5.0,$,Shadyside,Millvale,"400 Lincoln Ave,Basement,Millvale, PA 15209"
Parisi Cafe and Italian Market,1,"Cafes,Coffee & Tea,Breakfast & Brunch",40.42216,-79.89756,5.0,$,Shadyside,Swissvale,"7107 Harrison Ave,Swissvale, PA 15218"
Phipps Run in Panther Hollow,1,Parks,40.44017,-79.94228,3.0,$,Shadyside,Pittsburgh,"Tech Street At Schenley Dr,Pittsburgh, PA 15217"
Market Central,2,Buffets,40.4425487062897,-79.9564616299105,3.0,$,Shadyside,Pittsburgh,"3990 Fifth Ave,Pittsburgh, PA 15213"
Dale's Bar & Grill,4,Bars,40.419908,-79.928093,3.5,$,Shadyside,Pittsburgh,"4377 Murray Ave,Pittsburgh, PA 15217"
Cousins,1,Bars,40.47901,-79.97095,5.0,$,Shadyside,Pittsburgh,"111 Sheridan St,Pittsburgh, PA 15209"
Mr D's  Chicken & Fish,1,American (Traditional),40.442832,-79.980847,5.0,$,Shadyside,Pittsburgh,"1861 Centre Ave,Pittsburgh, PA 15219"
88,1,Bars,40.428287,-79.976066,5.0,$,Shadyside,Pittsburgh,"2100 East Carson St,Pittsburgh, PA 15203"
Wendy's,8,"Burgers,Fast Food",40.486949,-79.890642,2.0,$,Shadyside,Pittsburgh,"891 Freeport Road,Pittsburgh, PA 15238"
Castallo's Pizzeria,2,Pizza,40.4526824951172,-79.9504928588867,2.5,$,Shadyside,Pittsburgh,"4635 Centre Ave,Pittsburgh, PA 15213"
Theme,3,Dive Bars,40.4242126375327,-79.9619293212891,3.5,$,Shadyside,Pittsburgh,"15 Dewalt Ave,Pittsburgh, PA 15227"
Pino's Mercato,2,Italian,40.4502499,-79.91449,3.0,$$$,Shadyside,Pittsburgh,"6738 Reynolds St,Pittsburgh, PA 15206"
West Penn Park,2,Parks,40.454935,-79.971454,3.5,$,Shadyside,Pittsburgh,"2998 Brereton St,Pittsburgh, PA 15219"
Millvale Riverfront Park,2,Parks,40.4756864767008,-79.9687416935419,3.5,$,Shadyside,Pittsburgh,"501 Lincoln Ave,Pittsburgh, PA 15209"
Forever Rosemary,4,Chinese,40.4665145874023,-79.9539794921875,2.0,$,Shadyside,Pittsburgh,"472 44th St,Pittsburgh, PA 15201"
Magee Playground,2,Parks,40.42439,-79.93678,3.5,$,Shadyside,Pittsburgh,"745 Greenfield Ave,Pittsburgh, PA 15217"
Tea Garden on Murray,2,Fast Food,40.4333754159177,-79.9232015758753,5.0,$,Shadyside,Pittsburgh,"2108 Murray Ave,Pittsburgh, PA 15217"
KFC,5,"Fast Food,Chicken Wings,Chicken Shop",40.44459,-79.886618,2.5,$,Shadyside,Wilkinsburg,"509 Penn Ave.,Wilkinsburg, PA 15221"
LHAS Café on Seventh,2,American (Traditional),40.44035,-79.96142,3.0,$,Shadyside,Pittsburgh,"3459 Fifth Ave,Fl 7,UPMC Montefiore,Pittsburgh, PA 15213"
Starbucks,4,Coffee & Tea,40.466351,-79.953077,2.0,$,Shadyside,Pittsburgh,"4401 Penn Ave,UPMC Childrens Hospital,Pittsburgh, PA 15224"
Frank Curto Park,2,Parks,40.45201,-79.9751299,3.0,$,Shadyside,Pittsburgh,"Bigelow Blvd,Pittsburgh, PA"
Chick-fil-A,3,Fast Food,40.443971,-79.9624632,2.5,$,Shadyside,Pittsburgh,"3990 5th Ave,University of Pittsburgh Tower,University Of Pittsburgh Tower,Pittsburgh, PA 15213"
Sixth Ward Honor Roll,1,Landmarks & Historical Buildings,40.4629060158986,-79.966984435957,4.0,$,Shadyside,Butler,"Butler, PA 16002"
Squirrel Hill Tunnel,4,Landmarks & Historical Buildings,40.4269101714376,-79.9192879052491,2.0,$,Shadyside,Pittsburgh,"Penn Lincoln Pkwy,Pittsburgh, PA 15217"
Arby's,4,"Fast Food,Sandwiches",40.42268,-79.88553,2.5,$,Shadyside,Pittsburgh,"1911 S Braddock Ave,Pittsburgh, PA 15218"
Thai Kitchen,1,"Food Trucks,Thai",40.4415789674629,-79.940973906946,1.0,$,Shadyside,Pittsburgh,"5182 Margaret Morrison St,Pittsburgh, PA 15213"
Denise & Earl's,1,Restaurants,40.45563,-79.88764,4.0,$,Shadyside,Pittsburgh,"7709 Frankstown Ave,Pittsburgh, PA 15208"
Heth's Park,1,"Parks,Playgrounds",40.4765094,-79.9273322,3.0,$,Shadyside,Pittsburgh,"5459-5461 Hampton St,Pittsburgh, PA 15206"
Southside Park,2,"Baseball Fields,Parks",40.4183051355265,-79.9785897699436,3.0,$,Shadyside,Pittsburgh,"Esop Way,Pittsburgh, PA 15210"
Subway,4,Sandwiches,40.4463577812376,-79.8939654346905,2.0,$,Shadyside,Pittsburgh,"7714 Penn Ave,Pittsburgh, PA 15221"
Boar's Head Grand,1,Delis,40.4496229,-79.9504438,1.0,$,Shadyside,Pittsburgh,"194 North Craig St,Pittsburgh, PA 15213"
Junction Hollow Trail,2,Hiking,40.42878,-79.9492,2.5,$,Shadyside,Pittsburgh,"102 Boundary St,Pittsburgh, PA 15207"
D's Road Dawgs,2,"Food Trucks,Hot Dogs",40.43205,-79.89377,3.0,$,Shadyside,Pittsburgh,"1118 S Braddock Ave,Pittsburgh, PA 15222"
Chef Rabbi,1,Kosher,40.4355621724757,-79.9234553339885,5.0,$,Shadyside,Pittsburgh,"Pittsburgh, PA"
Subway,5,Sandwiches,40.488271511028,-79.8855604760921,2.0,$,Shadyside,Pittsburgh,"1039 Freeport Rd,Room  27,Pittsburgh, PA 15238"
Yen's Gourmet,3,Chinese,40.42257,-79.92861,2.0,$,Shadyside,Pittsburgh,"4219 Murray Ave,Pittsburgh, PA 15217"
Subway,3,Sandwiches,40.4785009188632,-79.9700844465861,2.0,$,Shadyside,Millvale,"124 Grant Ave,Millvale, PA 15209"
Hunan Cafe,2,Chinese,40.4266527304004,-79.887945468835,5.0,$,Shadyside,Pittsburgh,"1615A S Braddock Ave,Pittsburgh, PA 15218"
Starbucks,3,Coffee & Tea,40.488132,-79.894323,2.0,$,Shadyside,Pittsburgh,"910 Freeport Rd,Giant Eagle Mkt-Pittsburgh #72,Pittsburgh, PA 15238"
Barking Shark Bar & Grill,4,"Sports Bars,Burgers,American (Traditional)",40.4856725782156,-79.9730101972818,3.0,$$$$,Shadyside,Millvale,"616 North Ave,Millvale, PA 15209"
Swineburne Bridge,1,Landmarks & Historical Buildings,40.4261672955303,-79.9502307539403,3.0,$,Shadyside,Pittsburgh,"Swinburne St,Pittsburgh, PA"
