name,review_count,categories,latitude,longitude,rating,price,neighbourhood,city,address
Nana's Place By Gibsons,6,Southern,40.46275,-79.95155,4.5,$,Shadyside,Pittsburgh,"4510 Liberty Ave,Pittsburgh, PA 15224"
Joe & Pie - Edgewood,48,"Pizza,American (New),Breakfast & Brunch",40.4262807,-79.8894701,3.5,$$,Shadyside,Pittsburgh,"1621 S Braddock Ave,Pittsburgh, PA 15218"
Dog Daze Cafe,10,"Cuban,Cafes",40.48345,-79.9555,5.0,$,Shadyside,Pittsburgh,"12 McCandless Ave,Pittsburgh, PA 15201"
Eggs & Moore,13,Breakfast & Brunch,40.41698,-79.9733,4.5,$,Shadyside,Pittsburgh,"2332 Arlington Ave,Pittsburgh, PA 15210"
Oakland Milano's Pizza,38,Pizza,40.44124,-79.95866,3.5,$,Shadyside,Pittsburgh,"3606 5th Ave,Pittsburgh, PA 15213"
That's Amore,26,Pizza,40.47905,-79.95547,4.0,$$,Shadyside,Pittsburgh,"5123 Butler St,Pittsburgh, PA 15201"
New China Inn,33,Chinese,40.45216,-79.95166,3.0,$,Shadyside,Pittsburgh,"4609 Centre Ave,Pittsburgh, PA 15213"
China Garden,24,Chinese,40.458282,-79.916891,2.5,$,Shadyside,Pittsburgh,"6393 Penn Ave,Pittsburgh, PA 15206"
Walnut Grill -Fox Chapel,112,"Seafood,American (Traditional),Breakfast & Brunch",40.487069266442,-79.8888003011257,3.0,$$,Shadyside,Pittsburgh,"911 Freeport Rd,Pittsburgh, PA 15238"
Rudy Martino Original House of Submarines,13,"Sandwiches,Cheesesteaks,Italian",40.42127,-79.89024,4.5,$,Shadyside,Pittsburgh,"1918 Monongahela Ave,Pittsburgh, PA 15218"
Starbucks,2,Coffee & Tea,40.4604,-79.92188,4.5,$,Shadyside,Pittsburgh,"6231 Penn Ave,Target,Pittsburgh, PA 15206"
Frankie Bunz,17,"Hot Dogs,American (New)",40.4333754159177,-79.9232015758753,4.0,$,Shadyside,Pittsburgh,"2108 Murray Ave,Pittsburgh, PA 15217"
Dunkin',40,"Coffee & Tea,Donuts",40.4381632327099,-79.9195761390805,2.5,$,Shadyside,Pittsburgh,"5889 Forbes Ave,Pittsburgh, PA 15217"
Antoon's Pizza,31,"Pizza,Italian",40.4401588439941,-79.9561233520508,3.5,$,Shadyside,Pittsburgh,"247 Atwood St,Pittsburgh, PA 15213"
The Map Room Grill & Bar,35,"Gastropubs,Seafood,Sandwiches",40.432199055493,-79.893721191281,3.5,$$,Shadyside,Pittsburgh,"1126 S Braddock Ave,Pittsburgh, PA 15218"
Thai Place Restaurant,46,Thai,40.4871285,-79.884837,3.5,$$,Shadyside,Pittsburgh,"1034 Freeport Rd,Pittsburgh, PA 15238"
La Prima Espresso,8,Coffee & Tea,40.4426643755308,-79.9456820675661,4.0,$,Shadyside,Pittsburgh,"5000 Forbes Ave,Carnegie Mellon University Oakland,Pittsburgh, PA 15213"
Bruegger's Bagels,30,"Bagels,Breakfast & Brunch,Sandwiches",40.4289598179945,-79.9803493916988,3.5,$,Shadyside,Pittsburgh,"1801 E Carson St,Pittsburgh, PA 15203"
Southside Riverfront Park,16,Parks,40.4321182939334,-79.9760055541992,4.0,$,Shadyside,Pittsburgh,"18TH Aly,Pittsburgh, PA 15203"
Boba Tea Bar,17,Cafes,40.4710517,-79.9597953,4.0,$,Shadyside,Pittsburgh,"4316 Butler St,Pittsburgh, PA 15237"
The Black Cat Market,15,"Pet Adoption,Themed Cafes,Coffee & Tea",40.48034,-79.95483,4.5,$,Shadyside,Pittsburgh,"5171 Butler St,Pittsburgh, PA 15201"
Capri Pizzeria and Bar,14,"Pizza,Chicken Wings,Italian",40.46167,-79.92455,3.0,$$,Shadyside,East Liberty,"6001 Penn Ave,East Liberty, PA 15206"
Panera Bread,58,"Sandwiches,Salad,Soup",40.4416766,-79.9565491,2.5,$,Shadyside,Pittsburgh,"3800 Forbes Ave,Pittsburgh, PA 15213"
Hot Metal Bridge,10,Landmarks & Historical Buildings,40.4282970633658,-79.9604250431717,4.5,$,Shadyside,Pittsburgh,"Hot Metal St & S Water St,Pittsburgh, PA 15203"
Pesaro's Pizza,60,Pizza,40.4712827,-79.95987,3.0,$,Shadyside,Pittsburgh,"4324 Butler St,Pittsburgh, PA 15201"
Starbucks,12,Coffee & Tea,40.443601,-79.9556717619964,4.0,$$,Shadyside,Pittsburgh,"4022 Fifth Ave,Pittsburgh, PA 15213"
Crabs R Us,36,"Seafood,Chicken Wings",40.442941,-79.8829322,3.5,$$,Shadyside,Pittsburgh,"764 Penn Ave,Pittsburgh, PA 15221"
Eddie's Pizza Haus,17,"Pizza,Italian,Salad",40.4851432,-79.9258965,4.0,$,Shadyside,Pittsburgh,"1744 Chislett St,Pittsburgh, PA 15206"
China Star,65,Chinese,40.4225769042969,-79.9285354614258,3.0,$,Shadyside,Pittsburgh,"4219 Murray Ave,Pittsburgh, PA 15217"
Hook Fish & Chicken,18,Chicken Wings,40.4583299,-79.9079299,3.5,$,Shadyside,Pittsburgh,"6960 5th Ave,Pittsburgh, PA 15208"
Cattivo,26,"Bars,Music Venues",40.472509,-79.961687,3.5,$$,Shadyside,Pittsburgh,"146 44th St,Pittsburgh, PA 15201"
Tavern In The Wall,37,"Bars,Burgers,Delis",40.49043,-79.9046,3.5,$$,Shadyside,Pittsburgh,"211 Commercial Ave,Pittsburgh, PA 15215"
New York Super Subs - Fox Chapel,19,"Sandwiches,Delis,American (Traditional)",40.48757,-79.88098,4.0,$,Shadyside,Pittsburgh,"1122 Freeport Rd,Pittsburgh, PA 15238"
Salvatore's Pizza House,22,"Pizza,Salad,Sandwiches",40.4435611988785,-79.8855647288708,4.0,$$,Shadyside,Wilkinsburg,"612 Penn Ave,Wilkinsburg, PA 15221"
China Lin,37,Chinese,40.483491,-79.948853,3.5,$,Shadyside,Pittsburgh,"5500 Butler St,Pittsburgh, PA 15201"
Allegheny Ice Cream,18,Ice Cream & Frozen Yogurt,40.48806,-79.91999,4.0,$,Shadyside,Pittsburgh,"7331 Butler St,Pittsburgh, PA 15206"
Starbucks,28,Coffee & Tea,40.440951,-79.95761,3.5,$$,Shadyside,Pittsburgh,"3618 Forbes Ave,Pittsburgh, PA 15213"
Hardee's,25,"Burgers,Fast Food",40.49308490443,-79.9755867386075,4.0,$,Shadyside,Millvale,"1201 N Ave,Millvale, PA 15209"
Kung Fu Tea,7,Bubble Tea,40.43350417,-79.9231075,4.5,$,Shadyside,Pittsburgh,"2109 Murray Ave,Pittsburgh, PA 15217"
Big Shot Bob's,11,"Burgers,Chicken Wings,Sandwiches",40.460783,-79.947926,3.5,$,Shadyside,Pittsburgh,"4766 Liberty Ave,Pittsburgh, PA 15224"
Sorrento's Pizza,35,Pizza,40.44036,-79.95643,3.0,$,Shadyside,Pittsburgh,"233 Atwood St,Pittsburgh, PA 15213"
Crazy Mocha,16,Coffee & Tea,40.42683,-79.96613,4.0,$,Shadyside,Pittsburgh,"2729 E Carson St,Pittsburgh, PA 15203"
Tsaocaa,14,Bubble Tea,40.43827,-79.92027,4.0,$,Shadyside,Pittsburgh,"5871 Forbes Ave,Pittsburgh, PA 15217"
Park Place Pub,33,"Pubs,American (Traditional)",40.47637,-79.92077,3.0,$$,Shadyside,Pittsburgh,"5719 Bryant St,Pittsburgh, PA 15206"
Italian Village Pizza,43,"Pizza,Italian",40.48813,-79.886946,3.5,$,Shadyside,Pittsburgh,"979 Freeport Rd,Pittsburgh, PA 15238"
Babylon Cuisine,9,Middle Eastern,40.42001,-79.92807,4.5,$,Shadyside,Pittsburgh,"4371 Murray Ave,Pittsburgh, PA 15217"
North Shore Trail,13,Hiking,40.467155277729,-79.9750754982233,4.0,$,Shadyside,Pittsburgh,"285 Waterfront Dr,Pittsburgh, PA 15212"
Kelso Museum of Near Eastern Archaeology,3,Museums,40.46728515625,-79.9209594726562,5.0,$,Shadyside,Pittsburgh,"616 N Highland Ave,Pittsburgh, PA 15206"
Garage Door Saloon,44,Sports Bars,40.4406702741837,-79.9570396651673,3.0,$,Shadyside,Pittsburgh,"223 Atwood St,Pittsburgh, PA 15213"
Giant Eagle Market District,45,"Grocery,Bakeries,Meat Shops",40.4882107543173,-79.8938473444811,3.0,$$,Shadyside,Pittsburgh,"910 Freeport Rd,Waterworks Plaza,Pittsburgh, PA 15238"
Frenchi's Deli & Market,9,"Delis,Tobacco Shops,Grocery",40.4372028387951,-79.952632182828,4.5,$,Shadyside,Pittsburgh,"449 Atwood St,Pittsburgh, PA 15213"
Bernard Dog Run,14,Dog Parks,40.4706954956055,-79.9674606323242,4.0,$,Shadyside,Pittsburgh,"3 Rivers Heritage Trail System,Pittsburgh, PA 15201"
Rock Room,24,Dive Bars,40.45796,-79.96375,3.5,$,Shadyside,Pittsburgh,"1054 Herron Ave,Pittsburgh, PA 15219"
Papa John's Pizza,21,Pizza,40.4536705,-79.9469604,2.5,$,Shadyside,Pittsburgh,"4815 Centre Ave,Ste 4,Pittsburgh, PA 15213"
Just Roll'd Up,9,"Food Trucks,Sushi Bars,Poke",40.4841198,-80.0352358,5.0,$,Shadyside,Pittsburgh,"3730 Brighton Rd,Pittsburgh, PA 15212"
Mad Mex - Waterworks,59,Tex-Mex,40.4881,-79.88553,3.0,$$,Shadyside,Pittsburgh,"1041 Freeport Rd,Pittsburgh, PA 15238"
Crust Almighty,17,Pizza,40.4255694465318,-79.96790997684,4.0,$,Shadyside,Pittsburgh,"46 S 27th St,Pittsburgh, PA 15203"
Phipps Conservatory and Botanical Garden,4,Botanical Gardens,40.451593,-79.918703,4.0,$,Shadyside,Pittsburgh,"1059 Shady Ave,Pittsburgh, PA 15232"
Hamsah,8,"Mediterranean,Kosher",40.42001,-79.92807,5.0,$,Shadyside,Pittsburgh,"4371 Murray Ave,Pittsburgh, PA 15217"
Schatz Dining Hall,10,Buffets,40.443081,-79.942568,3.5,$,Shadyside,Pittsburgh,"5032 Forbes Ave,Pittsburgh, PA 15213"
Starbucks,10,Coffee & Tea,40.442128,-79.960867,4.5,$$,Shadyside,Pittsburgh,"200 Lothrop St,UPMC - Presbyterian Hosp 1st Floor,Pittsburgh, PA 15213"
Subway,8,Sandwiches,40.4563258831575,-79.9368222954487,3.0,$,Shadyside,Pittsburgh,"5438 1/2 Centre Ave,Pittsburgh, PA 15232"
Campus Deli,36,"Delis,Sandwiches",40.43692,-79.95499,3.5,$,Shadyside,Pittsburgh,"400 Semple St,Pittsburgh, PA 15213"
Sanchioli Bakery,4,Bakeries,40.45825,-79.9515,5.0,$,Shadyside,Pittsburgh,"4731 Juniper St,Pittsburgh, PA 15224"
Brick Shop,6,"Modern European,Breakfast & Brunch",40.469713,-79.9627698,5.0,$,Shadyside,Pittsburgh,"177 40th St,Pittsburgh, PA 15201"
Rita's Italian Ice,12,"Shaved Ice,Desserts,Ice Cream & Frozen Yogurt",40.4419607456418,-79.9579681519875,4.0,$,Shadyside,Oakland,"3712 Fifth Ave,Oakland, PA 15213"
Panera Bread,42,"Sandwiches,Salad,Soup",40.4362281,-79.9579417,3.0,$,Shadyside,Pittsburgh,"3401 Boulevard Of The Allies,Pittsburgh, PA 15213"
Rocky's,18,"Breakfast & Brunch,Diners",40.46136,-79.94811,3.0,$,Shadyside,Pittsburgh,"4759 Liberty Ave,Pittsburgh, PA 15224"
Vocelli Pizza,28,"Pizza,Desserts,Salad",40.4538230895996,-79.9487686157227,2.5,$,Shadyside,Pittsburgh,"4740 Baum Blvd,Pittsburgh, PA 15213"
Larry & Carols Pizza,45,Pizza,40.4368369,-79.9547169,3.0,$,Shadyside,Pittsburgh,"410 Semple St,Pittsburgh, PA 15213"
Wings & a Prayer,1,"Soul Food,Cajun/Creole,Barbeque",40.4588,-79.92242,5.0,$,Shadyside,Pittsburgh,"226 Shady Ave,Pittsburgh, PA 15206"
Revival Chili,14,"Food Trucks,Burgers,Hot Dogs",40.4421292,-79.8862401,4.0,$$,Shadyside,Pittsburgh,"616 South Ave,Pittsburgh, PA 15221"
Bloomfield Groceria,6,"International Grocery,Pasta Shops,Delis",40.46187,-79.94856,4.0,$,Shadyside,Pittsburgh,"237 Cedarville St,Pittsburgh, PA 15224"
East Side Pedestrian Bridge,1,Landmarks & Historical Buildings,40.4583589,-79.927344,5.0,$,Shadyside,Shadyside,"Spahr And Ellsworth,Shadyside, PA 15232"
Cobra Lounge,8,Lounges,40.464228,-79.952901,4.0,$$$,Shadyside,Pittsburgh,"4305 Main St,Pittsburgh, PA 15224"
China Buffet,12,"Chinese,Asian Fusion,Buffets",40.458066,-79.917146,3.0,$,Shadyside,Pittsburgh,"6401 Penn Ave,Pittsburgh, PA 15206"
Krispy Krunchy Chicken,12,"Chicken Wings,Fast Food",40.461989258848,-79.9228201903933,3.0,$,Shadyside,Pittsburgh,"6109 Broad St,Pittsburgh, PA 15206"
Joe's Doghouse,4,Hot Dogs,40.441739,-79.941576,4.5,$,Shadyside,Pittsburgh,"Corner Of Tech St And Margaret Morrison St,Pittsburgh, PA 15217"
Ephesus Mediterranean Kitchen,52,"Mediterranean,Pizza",40.4914689117962,-79.9079458810267,3.0,$$,Shadyside,Aspinwall,"50 Freeport Rd,Ste 300,Aspinwall, PA 15215"
Brioche Doree,11,"Coffee & Tea,Bakeries",40.4441972,-79.956529,4.0,$,Shadyside,Pittsburgh,"123 University Pl,Pittsburgh, PA 15213"
Casa Del Sole Pizza,20,Pizza,40.49044,-79.9041,4.0,$,Shadyside,Aspinwall,"222 1st St,Aspinwall, PA 15215"
Subway,25,Sandwiches,40.4446808262543,-79.9488762142353,2.5,$,Shadyside,Pittsburgh,"418 S Craig St,Pittsburgh, PA 15213"
The Goldmark,26,"Cocktail Bars,Music Venues",40.4727516174316,-79.9591751098633,3.5,$$,Shadyside,Pittsburgh,"4517 Butler St,Pittsburgh, PA 15201"
Bruegger's Bagels,20,"Bagels,Breakfast & Brunch,Sandwiches",40.4374253019514,-79.9227207899093,3.0,$,Shadyside,Pittsburgh,"1719 Murray Ave,Pittsburgh, PA 15217"
Biblical Garden at Rodef Shalom,1,Botanical Gardens,40.44798,-79.94336,5.0,$,Shadyside,Pittsburgh,"4905 Fifth Ave,Pittsburgh, PA 15213"
Arby's,10,"Fast Food,Sandwiches",40.455937,-79.942404,2.5,$,Shadyside,Pittsburgh,"5189 Baum Blvd,Pittsburgh, PA 15224"
Lotsa Stone Fired Pizza,19,Pizza,40.4289836050229,-79.9808689914017,4.0,$,Shadyside,Pittsburgh,"1733 E Carson St,Pittsburgh, PA 15203"
Brrats Deli,10,Delis,40.4234657287598,-79.8910675048828,4.5,$,Shadyside,Swissvale,"1703 Monongahela Ave,Swissvale, PA 15218"
Red & Irene's Tavern,6,Dive Bars,40.426685333252,-79.9780120849609,5.0,$,Shadyside,Pittsburgh,"136 S 20th St,Pittsburgh, PA 15203"
Yummyholic,4,Cupcakes,40.43483,-79.92273,5.0,$,Shadyside,Pittsburgh,"Pittsburgh, PA 15217"
Friendship Park,5,Parks,40.46204,-79.9450899,4.0,$,Shadyside,Pittsburgh,"4900 Friendship Ave,Pittsburgh, PA 15224"
The Murals of Maxo Vanka,5,Public Art,40.477168,-79.969821,5.0,$,Shadyside,Pittsburgh,"24 Maryland Ave,Pittsburgh, PA 15209"
Five Guys,4,"Burgers,Fast Food",40.4573452,-79.9406646,4.0,$,Shadyside,Pittsburgh,"5207 Liberty Ave,Ste 101,Pittsburgh, PA 15224"
Galaxy Lounge & Entertainment Center,8,Lounges,40.454875,-79.895393,4.5,$,Shadyside,Pittsburgh,"7246 Kelly St,Pittsburgh, PA 15208"
Yelp's Party @ PAN,18,Yelp Events,40.4646722227335,-79.9658862501383,3.5,$,Shadyside,Pittsburgh,"3519 Butler St,Pittsburgh, PA 15201"
El Sabor Latin Kitchen on Penn,8,"Mexican,Latin American",40.46557,-79.95487,4.5,$,Shadyside,Pittsburgh,"4100 Penn Ave,Pittsburgh, PA 15224"
Farmer Baker,13,"Breakfast & Brunch,Venues & Event Spaces,Cafes",40.488004,-79.902956,4.0,$,Shadyside,Pittsburgh,"285 River Ave,Pittsburgh, PA 15215"
Coffee Tree Roasters,23,Coffee & Tea,40.48847,-79.88265,3.5,$,Shadyside,Pittsburgh,"48 Fox Chapel Rd,Pittsburgh, PA 15238"
Five Guys,19,"Burgers,Fast Food",40.4881157,-79.8854112,3.5,$,Shadyside,Pittsburgh,"1029 Freeport Rd,Pittsburgh, PA 15238"
Bootleggers,18,Dive Bars,40.43707,-79.9547599,3.5,$,Shadyside,Pittsburgh,"403 Semple St,Pittsburgh, PA 15213"
Baby Loves Tacos,6,Tacos,40.48102,-79.9747,5.0,$,Shadyside,Millvale,"524 Grant Ave,Millvale, PA 15209"
Arsenal Park,10,Parks,40.46653,-79.9598124,4.0,$,Shadyside,Pittsburgh,"290 40th St,Pittsburgh, PA 15201"
Double L,12,Bars,40.4794344,-79.9723269,4.0,$,Shadyside,Pittsburgh,"307 Grant Ave,Pittsburgh, PA 15209"
Dunkin',31,"Coffee & Tea,Donuts",40.4422537,-79.9562499,2.5,$,Shadyside,Pittsburgh,"3907 Forbes Ave,Pittsburgh, PA 15213"
Brick-Side Eatery,13,"Salad,Pizza,Vegan",40.4405525044969,-79.9613586813211,4.0,$,Shadyside,Pittsburgh,"3459 5th Ave,Fl 7,Pittsburgh, PA 15213"
Kelly's Korner,10,Dive Bars,40.47065,-79.9569099,4.0,$,Shadyside,Pittsburgh,"285 45th St,Pittsburgh, PA 15201"
Ms. Jean's Southern Cuisine,24,Soul Food,40.4433014,-79.8803169,3.5,$$,Shadyside,Wilkinsburg,"807 Wallace Ave,Wilkinsburg, PA 15221"
Eighteen,5,"Kosher,Wine Bars,Mediterranean",40.4339539495433,-79.9230235442519,4.5,$,Shadyside,Pittsburgh,"2028 Murray Ave,Pittsburgh, PA 15217"
IHOP,105,"Breakfast & Brunch,American (Traditional),Burgers",40.41498,-79.92348,2.0,$,Shadyside,Pittsburgh,"4656 Browns Hill Rd,Pittsburgh, PA 15217"
Salt,3,"American (New),Desserts,Ice Cream & Frozen Yogurt",40.455558,-79.953426,4.5,$,Shadyside,Pittsburgh,"461 Melwood Ave,Inside TMD Holdings,Pittsburgh, PA 15213"
Shumans Homewood,7,"American (Traditional),Pizza,Chicken Wings",40.4570999,-79.89597,4.5,$,Shadyside,Pittsburgh,"7210 Frankstown Ave,Pittsburgh, PA 15208"
Wings & a Prayer,6,"Soul Food,Barbeque,Comfort Food",40.4201684,-79.8848138,5.0,$$,Shadyside,Pittsburgh,"7543 Roslyn St,Pittsburgh, PA 15218"
Pope's Place,17,Sports Bars,40.4566701102885,-79.9676758264184,4.0,$,Shadyside,Pittsburgh,"3055 Brereton St,Pittsburgh, PA 15219"
KFC,22,"Fast Food,Chicken Wings,Chicken Shop",40.4549271571464,-79.946221224496,2.0,$,Shadyside,Pittsburgh,"4915 Baum Blvd.,Pittsburgh, PA 15213"
Alto Lounge,4,Lounges,40.4511070251465,-79.9350891113281,2.5,$$,Shadyside,Pittsburgh,"728 Copeland St,Pittsburgh, PA 15232"
Hookah Bookah,25,"Coffee & Tea,Middle Eastern,Hookah Bars",40.42749,-79.96956,3.0,$$,Shadyside,Pittsburgh,"2506 E Carson St,Pittsburgh, PA 15203"
UUBU 6,16,American (New),40.423881,-79.978347,4.0,$$,Shadyside,Pittsburgh,"178-180 Pius St,Pittsburgh, PA 15203"
Smokin Ghosts BBQ,11,"Barbeque,Food Trucks",40.453652,-80.032307,4.5,$,Shadyside,Pittsburgh,"1825 Liverpool St,Pittsburgh, PA 15233"
McDonald's,39,"Burgers,Fast Food,Coffee & Tea",40.4587971801489,-79.9184943028604,1.5,$,Shadyside,Pittsburgh,"6361 Penn Ave,Pittsburgh, PA 15206"
Caribbean Vybz,3,"Caribbean,Food Trucks",40.468,-79.91117,5.0,$,Shadyside,Pittsburgh,"Pittsburgh, PA 15206"
South Side BBQ Company,18,Barbeque,40.4293613,-79.9817741,3.5,$,Shadyside,Pittsburgh,"75 S 17th St,Pittsburgh, PA 15203"
Chop Shop Salad Shop,12,"Food Trucks,Salad",40.4406248,-79.9958864,4.0,$,Shadyside,Pittsburgh,"125 W Station Sq Dr,Pittsburgh, PA 15219"
Caliente Pizza & Drafthouse,49,"Pizza,Beer Bar,Chicken Wings",40.490291,-79.904024,3.0,$,Shadyside,Aspinwall,"225 Commercial Ave,Aspinwall, PA 15215"
Cupka's Cafe II,29,Sports Bars,40.42801,-79.97233,3.0,$,Shadyside,Pittsburgh,"2314 E Carson St,Pittsburgh, PA 15203"
Pizza Romano,58,"Pizza,Italian,Desserts",40.4406486359152,-79.9570777605744,2.5,$,Shadyside,Pittsburgh,"219 Atwood St,Pittsburgh, PA 15213"
Bridges Restaurant,21,American (New),40.4460907,-79.954628,2.5,$$,Shadyside,Pittsburgh,"100 Lytton Ave,Pittsburgh, PA 15213"
Panther Hollow Trail,5,Hiking,40.435009,-79.942165,4.0,$,Shadyside,Pittsburgh,"605 Boundary St,Pittsburgh, PA 15213"
Mario's Oakland Saloon,16,"Venues & Event Spaces,Sports Bars,Dance Clubs",40.44175,-79.95744,3.0,$,Shadyside,Pittsburgh,"116 Oakland Ave,Pittsburgh, PA 15213"
Mitchell's Tavern,8,Dive Bars,40.45209,-79.9506,3.0,$,Shadyside,Pittsburgh,"4632 Centre Ave,Pittsburgh, PA 15213"
Insomnia Cookies,22,"Desserts,Bakeries,Ice Cream & Frozen Yogurt",40.4286,-79.98083,3.0,$,Shadyside,Pittsburgh,"1734 E Carson St,Pittsburgh, PA 15203"
Dagu Rice Noodle,3,"Bubble Tea,Chinese,Chicken Wings",40.43828,-79.921871,5.0,$,Shadyside,Pittsburgh,"5829 Forbes Ave,Pittsburgh, PA 15217"
Salonika Imports,7,"Grocery,Mediterranean",40.46484,-79.96775,4.5,$,Shadyside,Pittsburgh,"3509 Smallman St,Pittsburgh, PA 15201"
Starbucks,2,Coffee & Tea,40.456524,-79.934479,3.0,$,Shadyside,Pittsburgh,"5550 Centre Ave,Market District Shadyside # 40,Pittsburgh, PA 15232"
Pittsburgh Center For The Arts,5,"Museums,Art Galleries,Art Classes",40.4527228,-79.9209105,3.0,$$,Shadyside,Pittsburgh,"6300 5th Ave,Pittsburgh, PA 15232"
Nova Cafe,8,"Cafes,Delis,Breakfast & Brunch",40.47927,-79.97166,4.5,$,Shadyside,Millvale,"224 Grant Ave,Millvale, PA 15209"
Genji Sushi Bars Pittsburgh,1,"Sushi Bars,Japanese",40.4586792,-79.9287033,4.0,$,Shadyside,Pittsburgh,"5880 Centre Ave,Whole Foods Market,Pittsburgh, PA 15206"
MidWest Smoki’n BarbeQue,2,"Food Trucks,Barbeque",40.462408,-79.940686,4.5,$,Shadyside,Pittsburgh,"250 S Pacific Ave,Pittsburgh, PA 15224"
Al's Fish and Chicken,10,"Seafood,Chicken Wings,Fast Food",40.4425875064309,-79.9810546431794,4.0,$,Shadyside,Pittsburgh,"1860 Centre Ave,Pittsburgh, PA 15209"
Black Lotus Pizza,4,"Pizza,Burgers,Sandwiches",40.46574,-79.95556,5.0,$,Shadyside,Pittsburgh,"4065 Penn Ave,Pittsburgh, PA 15224"
Au Bon Pain,10,"Coffee & Tea,Bakeries",40.4441079578996,-79.9421576779623,2.5,$$,Shadyside,Pittsburgh,"4910 Forbes Ave,Carnegie Mellon University,Pittsburgh, PA 15213"
Contemporary Craft,9,"Art Galleries,Art Museums,Art Schools",40.4851809,-79.9467794,4.0,$$$,Shadyside,Pittsburgh,"5645 Butler St,Pittsburgh, PA 15201"
Eat'n Park,40,"American (Traditional),Diners,Breakfast & Brunch",40.4869995117188,-79.8917846679688,2.5,$,Shadyside,Pittsburgh,"849 Freeport Rd,Pittsburgh, PA 15238"
Pub Chip Shop Food Truck,8,"Fish & Chips,Food Trucks,British",40.427188873291,-79.9806594848633,4.0,$,Shadyside,Pittsburgh,"Pittsburgh, PA 15203"
Ocha Thai Noodle,9,Noodles,40.43645,-79.95454,4.0,$,Shadyside,Pittsburgh,"422 Semple St,Pittsburgh, PA 15213"
White Water Adventurers,58,"Bike Rentals,Rafting/Kayaking,Hiking",39.86743,-79.49311,4.5,$,Shadyside,Ohiopyle,"6 Negley St,Ohiopyle, PA 15470"
Applebee's Grill + Bar,35,"American (Traditional),Sports Bars,Burgers",40.426319,-79.888904,3.0,$$,Shadyside,Pittsburgh,"1601 South Braddock Ave,Edgewood Towne Centre,Pittsburgh, PA 15218"
Preeti's PiTT,10,"Bars,American (Traditional)",40.4560728337441,-79.9768844185755,4.0,$,Shadyside,Pittsburgh,"2701 Penn Ave,Pittsburgh, PA 15222"
The Warehouse Pub & Grub,14,"Pubs,American (Traditional)",40.43709,-79.92278,3.0,$,Shadyside,Pittsburgh,"1731 Murray Ave,Pittsburgh, PA 15217"
Eastside Pedestrian Bridge,1,Local Flavor,40.4587113902988,-79.9274253845215,4.0,$,Shadyside,Pittsburgh,"5900 Ellsworth Ave,Pittsburgh, PA 15232"
Sincerely Yogurt,13,"Ice Cream & Frozen Yogurt,Juice Bars & Smoothies,Desserts",40.4267356,-79.9664172,3.5,$$,Shadyside,Pittsburgh,"2737 E Carson St,Pittsburgh, PA 15203"
Panera Bread,22,"Sandwiches,Salad,Soup",40.4894344,-79.8924741,3.0,$,Shadyside,Pittsburgh,"942 Freeport Rd,Pittsburgh, PA 15238"
Papa Da Vinci,32,Pizza,40.43455,-79.95553,3.0,$,Shadyside,Pittsburgh,"3526 Blvd Of The Allies,Pittsburgh, PA 15213"
Bob O'Connor Golf Course at Schenley Park,10,Golf,40.437794,-79.934416,3.5,$,Shadyside,Pittsburgh,"5370 Schenley Dr,Pittsburgh, PA 15233"
Morrow Park,4,Parks,40.4568692,-79.9401336,3.0,$,Shadyside,Pittsburgh,"Baum And Aiken,Pittsburgh, PA 15224"
Insomnia Cookies,33,"Ice Cream & Frozen Yogurt,Desserts",40.4410410444681,-79.9588294730413,2.5,$,Shadyside,Pittsburgh,"115 Meyran Ave,Pittsburgh, PA 15213"
Chipotle Mexican Grill,21,"Mexican,Fast Food",40.4446441287547,-79.9481105349703,2.0,$,Shadyside,Pittsburgh,"4611 Forbes Ave,Pittsburgh, PA 15213"
Schenley Park Cafe,10,"Coffee & Tea,Sandwiches",40.4349292069674,-79.9446424841881,3.0,$,Shadyside,Pittsburgh,"101 Panther Hollow Rd,Pittsburgh, PA 15213"
Moonlight Truck Food,6,"Food Stands,Food Trucks",40.4421950249946,-79.9385726451874,3.0,$,Shadyside,Pittsburgh,"Margaret Morrison St,Pittsburgh, PA 15213"
Domino's Pizza,70,"Pizza,Chicken Wings,Sandwiches",40.4720189064897,-79.9147732910156,1.5,$,Shadyside,Pittsburgh,"119 N Sheridan Ave,Pittsburgh, PA 15206"
The Loft,13,Bars,40.432022,-79.893834,3.5,$$,Shadyside,Swissvale,"1118 S Braddock Ave,Swissvale, PA 15218"
El Layali Hookah,8,"Cafes,Lounges,Hookah Bars",40.4546102,-79.9791276,4.0,$,Shadyside,Pittsburgh,"2531 Penn Ave,Pittsburgh, PA 15222"
Love Tea,3,"Coffee & Tea,Bubble Tea",40.440572,-79.956502,5.0,$,Shadyside,Pittsburgh,"229 Atwood St,Pittsburgh, PA 15213"
Steel Cactus,23,Mexican,40.428824794783,-79.9792946131355,3.0,$$,Shadyside,Pittsburgh,"82 S 19th St,Pittsburgh, PA 15203"
Inkwell Coffee Shop,7,Coffee & Tea,40.472069,-79.959638,4.0,$,Shadyside,Pittsburgh,"4419 Butler St,Pittsburgh, PA 15201"
Crazy Mocha,6,Coffee & Tea,40.4426973093253,-79.9508008989396,3.5,$,Shadyside,Pittsburgh,"4400 Forbes Ave,Carnegie Library,Pittsburgh, PA 15213"
